SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price
2038,5,3,Rural,1981,174033.06497018327
2215,3,1,Urban,1953,236900.26162707162
2654,4,1,Rural,2014,234263.2942364666
1484,3,3,Rural,1979,160660.39255138277
1027,5,2,Rural,1951,146631.55816664017
1713,5,3,Urban,1997,243336.44029954553
2062,4,1,Rural,1955,215906.95958132923
2976,3,3,Rural,2016,401985.28770546045
2296,3,3,Urban,2019,289130.5018292238
2254,2,2,Suburb,1983,299759.5827932454
1085,3,3,Suburb,1952,170202.39969810474
2497,4,3,Rural,1986,269624.0149227661
1125,5,1,Urban,2003,127992.89209623913
1811,2,2,Rural,1971,202758.00355505844
1536,4,3,Rural,1951,231199.85045298026
1144,4,3,Urban,1955,140611.7564365718
2548,2,1,Suburb,1987,186540.95738958288
2235,3,1,Urban,2017,213170.3489865374
1024,2,2,Urban,2006,-24715.242482127476
2603,4,2,Rural,1955,262747.1866764889
2417,3,2,Urban,1983,241061.3837464255
1066,5,1,Urban,2001,121229.06696989594
1232,2,1,Rural,1955,162027.02359241215
1108,4,1,Urban,2013,223401.14973427367
2169,3,1,Urban,2008,195532.47444866446
1110,4,2,Urban,1989,159300.64791520743
1227,3,2,Suburb,1965,62986.305623597436
1110,3,2,Urban,2015,155601.3059886569
2493,2,1,Urban,1959,271473.4355612747
1033,5,1,Urban,1979,257937.67034904443
1622,3,1,Rural,1982,162059.8140930315
2799,4,1,Rural,2017,298891.0325010249
2959,3,3,Rural,1988,256438.81409021677
2392,5,2,Rural,1953,339929.76869929396
1747,4,2,Suburb,2013,153806.36900681508
1594,3,3,Rural,1974,230984.63033480057
2577,3,2,Rural,1964,354670.2666794227
1424,2,1,Urban,1955,81791.59900770316
1612,5,2,Urban,2018,197839.95802000526
2541,3,1,Rural,1992,279927.3625480185
1691,5,1,Rural,2000,123146.72083859936
2305,3,1,Urban,1964,173424.07900977868
2343,4,3,Rural,2004,171330.51934510586
2761,5,2,Suburb,1952,225236.92813595192
2466,4,1,Urban,1959,312980.8789863423
2975,5,2,Rural,1973,230128.1482991742
1314,4,3,Urban,1991,181639.56747146888
1876,3,2,Rural,2015,274445.7924827869
2989,4,2,Suburb,1959,366555.23553300614
2764,4,2,Suburb,1990,250869.37139639875
2400,3,2,Suburb,1970,379321.2427296218
2312,5,3,Urban,2002,282074.2092470182
2460,4,2,Rural,2018,255506.8042751595
1661,2,1,Urban,2006,272637.28658017167
1276,2,3,Urban,1969,199083.42704097152
2733,4,2,Urban,1971,287467.2210154907
2605,4,2,Suburb,1999,307809.4843537617
2526,4,1,Suburb,2021,312283.543814276
1623,5,3,Rural,1957,257388.34095138847
1515,3,3,Suburb,1961,129303.2938688843
2373,2,1,Rural,1978,339049.5567186495
1842,2,2,Rural,1987,169699.08392283635
2469,5,2,Suburb,1975,290906.1659022507
2853,4,3,Suburb,1959,265870.28893385764
1349,4,3,Suburb,2006,69051.27590717527
2630,3,2,Rural,2000,237559.91862629275
2687,3,1,Urban,1974,288266.3123426724
1822,2,1,Rural,1998,250317.0277540885
2160,3,2,Rural,1964,240498.29416751303
1758,2,1,Urban,1991,257528.45727921935
1898,5,3,Rural,1970,252217.31133150935
1242,4,2,Rural,1976,129691.64504627741
1542,4,1,Suburb,2012,245906.66735232377
2063,2,1,Suburb,2000,232425.85234645676
1228,4,3,Urban,1981,121480.63031726415
1547,5,3,Suburb,1961,198137.8777255841
1919,3,2,Suburb,1973,203344.11668633402
2246,5,3,Suburb,1992,260688.80084308676
1005,4,3,Urban,1991,87658.88397990151
2345,5,2,Urban,2019,316660.36622499407
1467,4,1,Suburb,1976,115795.36169598394
2755,2,3,Rural,2011,287310.4061580721
1074,3,2,Urban,1963,149952.3900003126
1003,3,3,Urban,2005,88765.26778640246
2870,4,3,Rural,1951,314993.8587969561
1645,4,1,Rural,2018,144500.26529451777
1117,3,3,Suburb,1967,72090.54117520008
1880,5,3,Rural,2014,305647.9088776054
2629,5,3,Rural,1953,340724.39626619034
1503,5,1,Rural,1996,179352.70774634968
1946,3,3,Suburb,1994,261841.75389257935
1573,2,2,Suburb,2019,213060.55184850938
2464,4,2,Suburb,2014,255410.48067567658
1193,4,1,Suburb,2019,193815.8688507923
1846,3,1,Urban,2008,162337.90730916703
1714,2,1,Suburb,1981,229013.33238830016
2415,3,3,Suburb,1992,187933.53221257168
2049,5,1,Rural,1987,216764.62623127396
2458,5,2,Suburb,1978,208859.19647594116
1172,4,2,Suburb,2018,164459.1066147965
2323,4,3,Rural,1995,328992.56340750004
2668,4,3,Suburb,1950,338334.53661877057
1325,4,3,Rural,1955,140293.84973121644
2433,5,3,Urban,1985,221513.4583150833
2141,5,2,Rural,2013,395177.0032875865
1835,2,2,Rural,1976,337327.046213647
2810,4,1,Urban,1950,243300.74651117803
1723,3,3,Rural,1978,228232.34116354445
1224,2,2,Rural,2019,79423.9663565791
1531,2,2,Urban,1981,104181.92183999768
1112,5,1,Rural,1951,141798.62504769547
1139,4,2,Urban,1973,144597.0045224462
1558,2,2,Urban,1965,220726.23351701314
1000,4,3,Urban,2001,23621.030327305663
1089,5,1,Suburb,1975,134466.10677864333
1653,2,3,Urban,1950,201655.99867090862
1319,2,3,Rural,1973,289406.8430368537
2573,3,1,Suburb,1977,231364.18776025716
2828,5,1,Rural,1982,331264.24390558613
2917,3,3,Urban,1991,394127.17058512545
1138,5,3,Suburb,1999,256454.54783227463
2534,3,3,Rural,1960,363923.8958233242
2891,5,3,Suburb,2011,331896.53322627756
1844,5,1,Suburb,1996,205052.30153370445
1258,2,2,Urban,1955,104012.04529507381
2696,3,1,Suburb,1959,360128.4682196975
1901,3,2,Rural,1998,184846.6214197138
1689,3,1,Suburb,1957,171906.8920854213
1009,2,3,Suburb,1978,131689.47986554357
1260,4,2,Urban,1994,94957.76478839171
2942,5,1,Urban,1961,340308.46253648575
2673,3,1,Urban,1987,251275.55246121038
1171,5,1,Urban,2004,187244.1802802173
1897,2,3,Urban,2001,352779.5971830275
1012,5,1,Suburb,1967,182260.27183233722
2191,2,1,Urban,2015,157002.5776735242
2665,4,3,Suburb,2013,310691.4933075554
2619,3,2,Urban,1950,254887.5858409593
1320,2,2,Urban,2018,165514.45692983113
2342,5,3,Rural,2012,302265.54308772273
2636,2,2,Urban,1961,256038.37121715496
1328,2,1,Urban,1958,175621.18830099958
1784,4,1,Suburb,1965,247140.83672900172
1776,3,2,Suburb,1990,181801.44671051233
2994,2,2,Urban,1971,352046.42888642254
1910,2,2,Urban,1963,134467.81902500062
2943,5,3,Rural,1998,370903.69050211
2573,2,2,Rural,2005,397850.34037841985
2442,2,3,Suburb,2007,312943.7449668429
2629,3,2,Suburb,1955,342274.50061142346
2118,3,3,Suburb,1952,327981.93263748905
2840,5,3,Suburb,1987,312046.86205179745
2604,2,1,Suburb,1981,314944.17478153354
1317,2,2,Rural,1974,156225.69820085747
2979,2,1,Rural,1955,324357.79313350684
1235,4,1,Suburb,1983,241791.24439489818
2969,4,3,Rural,1986,369632.8628236745
1333,5,3,Rural,2009,79993.95024637695
2908,4,3,Suburb,1956,282492.2195684882
1375,5,3,Urban,2007,143427.79362653772
2482,2,1,Suburb,1969,288077.24279455945
2160,4,3,Suburb,1984,261779.61037952764
2953,3,1,Suburb,1968,315491.5382549024
1587,4,1,Rural,1960,225659.3006397584
2570,2,2,Suburb,2001,379870.51772023266
1512,3,2,Urban,2006,117764.75035469324
2319,5,3,Suburb,2001,365341.82856135105
2343,2,1,Suburb,1962,200036.59267480482
1917,3,1,Urban,1975,73956.1531989394
2595,4,1,Rural,2003,323948.9886241465
2855,5,2,Rural,1966,336663.75521238404
2372,4,1,Suburb,1956,230595.3125008875
2863,3,1,Urban,1968,378242.89964844746
2802,3,1,Rural,1955,163978.9313952492
1872,2,2,Rural,1991,248496.03186603377
2252,5,3,Urban,1957,198792.81016550888
1269,5,3,Urban,1979,221758.65514275213
2851,3,3,Urban,1989,253972.5087843631
1797,2,2,Rural,1951,159062.0271053596
2314,3,2,Suburb,2017,200738.02722889147
1724,3,3,Urban,1997,208809.89549912643
2188,5,3,Suburb,1976,244617.49370686532
1004,4,2,Urban,1963,80110.4422333746
1850,4,3,Urban,1999,141837.84422419104
2402,5,1,Urban,1954,276920.0327186543
1077,2,2,Urban,1970,39789.05637936934
2433,5,3,Suburb,1997,323905.12899115216
1573,2,3,Rural,1981,186844.43801430272
1131,5,2,Rural,1950,131388.3617121804
1600,2,2,Suburb,2012,271767.33303371945
2772,3,1,Urban,2005,248601.3277744112
2065,3,2,Urban,1960,242018.57414417938
1088,2,2,Rural,1959,160656.6245574956
1401,5,1,Suburb,1984,183614.37987327902
1295,3,3,Suburb,1980,69742.31853570514
2863,5,2,Rural,1953,277955.2828065936
2318,4,3,Urban,1977,172213.52668389384
1615,3,1,Urban,1975,192169.92869152947
2549,5,2,Urban,2003,299271.279198641
1799,5,1,Rural,1961,192391.94607936597
2714,4,3,Rural,1985,281494.4284269798
2660,5,1,Rural,1965,283144.02356349287
1421,2,2,Urban,2018,128880.63932457368
2888,3,2,Suburb,1999,254958.46943037125
2046,2,3,Urban,2003,273308.43409054884
1574,4,3,Rural,1958,149579.29679018265
1142,2,3,Rural,1993,161527.3190280167
1992,5,3,Rural,1963,178777.6758820918
1664,4,2,Rural,2002,150072.77768801674
1144,4,2,Rural,1997,189146.19890980687
2248,2,2,Suburb,2003,234782.06338845778
2006,4,1,Rural,1952,183591.66310251813
1502,2,1,Suburb,1969,170893.71510179178
2985,2,3,Rural,2003,380395.7886979188
2997,2,3,Suburb,1953,376243.3121196561
1820,4,3,Urban,1992,233400.28161060603
2639,4,2,Urban,1967,339900.50617751275
1103,3,1,Urban,2015,151308.71799617136
2970,2,3,Suburb,2019,271877.4672284469
2062,2,3,Suburb,1989,170381.16934096307
2970,2,2,Rural,1979,411419.5806336825
1197,2,1,Urban,1972,52537.245182429455
2669,2,3,Rural,1984,308269.09671491076
1578,2,3,Urban,1993,126897.14484619103
1390,2,3,Rural,1999,149880.3394191399
2202,3,3,Urban,1973,158291.97099255945
2991,3,1,Urban,1982,424314.06353728607
1553,5,1,Suburb,1997,223049.0041754864
2471,2,3,Suburb,1967,319933.9042180739
2523,2,2,Suburb,2004,310310.287064534
2038,3,3,Rural,1959,205517.80746223903
2646,3,2,Rural,2000,319871.8642397518
2692,2,3,Rural,1962,230926.29809658605
2312,2,3,Rural,1963,211128.22008074174
1477,3,2,Rural,1981,83129.19404063445
2254,3,3,Suburb,1975,242468.17775536675
1922,5,1,Rural,2000,156453.6391062442
1419,5,2,Urban,1985,238711.63955741408
1156,2,1,Rural,2008,173471.0724480874
1549,3,2,Urban,1970,207848.78337177736
2464,5,1,Suburb,1962,376283.09441827156
2120,2,3,Rural,1965,227705.13945582398
2020,5,3,Rural,1996,295173.21466070786
1996,5,2,Urban,2002,208832.5771638779
2434,5,1,Suburb,1979,181513.9862070892
1950,4,3,Suburb,2013,230751.60475472733
1288,2,1,Urban,1975,206363.55286603371
2277,5,1,Suburb,1980,161369.96935538173
1195,2,2,Rural,1971,177762.60744982713
1597,2,3,Suburb,1993,191429.0700920061
2857,3,2,Suburb,1975,296301.481125016
2545,2,2,Rural,2014,241398.23310669637
1516,5,3,Urban,1958,169922.14559428632
2658,2,1,Suburb,1999,267022.57863697683
2865,3,2,Rural,1998,282967.21274589025
1864,4,3,Rural,1957,166514.29821092534
2141,4,1,Rural,1995,310230.40635129646
1805,3,1,Urban,2009,236104.8196810374
2932,5,1,Suburb,1968,276777.87852348736
2182,5,2,Suburb,1964,248861.92116573846
1814,5,2,Urban,1976,218993.10895829712
1227,2,3,Urban,2018,221381.8636194797
2900,4,1,Rural,2012,275815.9180208523
1215,5,1,Urban,1993,192510.57536538906
1947,4,3,Urban,2007,182412.56910595205
2719,3,1,Suburb,1988,256082.63146169655
1014,4,1,Suburb,2017,122023.28369530651
2180,5,3,Suburb,1967,180554.91024492987
2671,4,3,Rural,2003,235136.2945077356
2284,3,2,Rural,1997,256342.931504016
2180,4,2,Rural,1978,243654.5645658008
1046,2,2,Rural,1979,130267.42950534391
1323,3,3,Suburb,2018,204741.05292657748
1843,2,2,Suburb,1974,180011.65446981858
2708,2,1,Urban,1976,257333.64202343536
1129,5,2,Rural,1979,177519.25133578255
2434,5,2,Urban,1989,251984.07175241393
1094,3,2,Rural,1981,169065.24306125287
1626,5,3,Rural,1978,91250.12291557406
1754,4,1,Rural,1990,211992.81893364034
2955,3,3,Suburb,1960,330165.25277983205
2315,5,1,Rural,1993,338128.69760085235
1793,5,2,Urban,1983,247431.30500074878
2834,4,2,Urban,1983,363806.6214128042
2306,2,1,Suburb,1977,242960.71609830568
1068,4,3,Rural,2009,152613.90027836143
2683,2,3,Suburb,2003,235427.47563717182
1010,5,2,Urban,1976,107642.91238026801
2277,2,1,Rural,1995,266227.20688298036
2865,2,1,Suburb,1957,402366.8293209531
1871,5,1,Rural,1978,263080.86585790035
1549,3,1,Urban,1968,210147.56597329862
2157,4,2,Rural,1981,295046.37562249426
1711,5,3,Rural,1950,230494.32406418404
1022,4,2,Suburb,2016,137553.39559176101
1814,4,1,Suburb,2007,197682.7584189398
1345,2,3,Rural,1975,116125.70151659059
1301,5,2,Rural,1999,102950.39897735702
1362,3,1,Urban,1956,149445.85973951532
1395,4,2,Urban,1968,159677.39916456235
1217,4,1,Urban,2017,107724.95170556157
1140,3,2,Suburb,2007,157591.2468614768
2639,4,2,Urban,1976,351702.83757026494
1957,5,2,Suburb,1986,202962.64224027193
2233,3,1,Urban,1957,252133.18250710506
1984,5,3,Urban,1950,203584.40245241256
1992,3,3,Urban,2021,263168.4957403788
2646,4,1,Rural,2020,311377.3934234755
2639,3,3,Rural,2018,256415.72928368332
1827,5,3,Urban,1953,240714.11145866857
1682,3,2,Rural,2014,78245.42463651147
2483,4,2,Suburb,1981,304337.1430689298
2003,2,1,Suburb,1972,177089.86778592397
1355,4,1,Rural,1967,107755.08798969435
2007,4,2,Urban,1955,186133.49424564495
2347,2,1,Rural,2008,210435.52726392163
2156,3,1,Rural,2011,168184.25453714878
1887,4,3,Suburb,1961,281861.25455850514
2828,2,1,Urban,1995,302708.4332663197
2863,5,1,Suburb,1973,362317.4564954257
1126,2,2,Rural,1962,168992.38235441377
2129,4,1,Rural,1988,237640.73751636565
2008,5,2,Urban,1951,310237.18769496895
1603,4,1,Urban,1960,262914.92797365086
2822,2,3,Suburb,2020,311383.2768920856
2401,5,2,Urban,2004,293353.4281058962
2928,4,1,Urban,1973,285247.3591877474
2013,2,1,Rural,2019,210469.85959541067
1050,5,3,Rural,1957,135494.92418625805
2052,4,1,Rural,1999,185341.73143838218
2485,2,3,Urban,2018,320619.8972342048
2319,4,2,Urban,1974,256896.38021847914
2320,4,2,Rural,1953,224537.6967389556
2749,4,1,Urban,2016,248344.82125027708
1778,3,2,Rural,1956,274278.92758143606
2430,4,3,Urban,1993,229210.35766561
2792,5,3,Rural,1971,293720.955192339
1813,2,1,Suburb,2007,252819.61846524783
2636,2,3,Urban,1966,244973.5745916128
2428,3,3,Suburb,1957,263628.83521145495
2369,3,3,Rural,2006,303903.4195046444
2645,3,1,Suburb,1981,251233.0709973353
1419,4,2,Urban,1991,81698.857908841
2205,4,3,Suburb,1991,252324.87700019183
1982,5,2,Rural,1989,106851.63595179457
1824,2,2,Suburb,2021,118070.52821010044
2024,2,1,Rural,1970,249565.90458975325
2854,4,1,Rural,2017,301546.2991683806
2973,2,2,Suburb,1984,314433.7255012847
1566,4,1,Rural,1994,221489.1806227411
1370,3,2,Rural,1954,165914.80872808408
1935,4,3,Urban,1958,254806.88793465792
2934,5,2,Rural,1959,311568.12928775116
1660,4,2,Suburb,1979,279010.89604564075
2454,4,3,Rural,1995,205557.87536422198
1968,2,1,Urban,2011,291881.8343791338
2332,4,2,Rural,1951,238263.3822584931
2160,5,1,Rural,2002,194130.1913802169
1201,4,3,Rural,1998,216784.02727790526
2459,4,2,Rural,1950,245500.69437094155
1312,3,2,Urban,1967,121203.02382585415
1116,4,2,Rural,1992,15889.76500499314
2689,4,2,Rural,1982,305738.9113377509
1936,4,1,Rural,2001,296077.5477179321
2826,5,1,Suburb,1954,323962.00748778286
1574,2,3,Rural,1951,184214.47546204296
1243,3,1,Urban,1984,208676.26560946534
1536,3,2,Rural,1958,177136.39284230414
2625,4,3,Urban,2020,270696.45120955445
1074,4,2,Suburb,1965,81813.51365493296
2829,2,2,Urban,1979,287868.45272430894
1385,4,3,Rural,1957,144371.78519137594
2926,5,2,Urban,1996,367661.8776152833
2233,2,2,Suburb,1964,237270.27183450392
1474,4,3,Rural,1962,209263.41745729034
1417,2,1,Suburb,1964,104277.91040279609
1346,3,3,Rural,1984,125234.80757869492
2552,4,3,Suburb,1992,302407.80348166864
1639,2,3,Rural,1952,110120.31622266464
1938,2,1,Suburb,1982,164438.62833580258
1954,4,3,Suburb,1977,281671.6024863458
1875,2,1,Urban,1964,240137.47747957188
1762,4,2,Urban,1957,131990.80670211936
2202,4,3,Rural,2008,235142.82430524047
2205,5,2,Rural,1956,285549.6473824345
1663,5,2,Suburb,1979,193529.60990603597
1024,2,1,Urban,1968,153859.3097301392
2990,2,2,Rural,1963,302196.88253060274
2203,2,2,Urban,1979,308677.0449841225
1709,3,3,Rural,2003,154158.9653308783
2524,4,2,Urban,1973,275631.5301982706
2879,4,3,Rural,1968,303241.55948013614
2184,3,2,Urban,1968,267946.9733545564
1176,3,1,Suburb,1969,264943.24998754374
1284,2,2,Rural,2005,37585.65484484742
1062,4,1,Urban,1961,204612.62974652078
2002,5,3,Suburb,1995,291470.3327116539
1661,5,3,Rural,2006,220192.38576835586
1665,3,2,Urban,1999,179780.37876594526
1155,3,2,Rural,1988,100023.98607387822
2905,4,3,Rural,1968,364014.696587952
2492,4,3,Suburb,1962,312093.87174654583
2072,5,3,Rural,1985,171757.73276953166
1966,4,1,Urban,1973,301453.2597286383
1848,2,2,Rural,1972,198300.80316419862
2107,3,3,Rural,2010,148016.55478740402
2384,5,3,Suburb,1988,337549.2221619497
1688,5,2,Suburb,1986,141942.0672158373
1147,2,2,Urban,1969,145450.57542162735
2653,4,1,Suburb,1975,378989.6397786121
1341,4,3,Suburb,2018,150194.76743121463
1475,3,2,Urban,2004,181018.04149716714
2086,2,1,Rural,2007,177225.0105645699
2724,5,3,Rural,1961,388614.8424148271
2383,2,1,Rural,1988,290390.76008358196
1560,5,2,Urban,2016,184069.94657349624
1326,2,1,Urban,1984,86933.04784135809
2792,4,3,Urban,2005,315935.8993382245
2759,5,2,Suburb,2012,340230.77291450003
2164,3,3,Urban,1964,260736.99608373028
1989,2,1,Suburb,1996,203613.89032726668
1214,4,1,Rural,2015,180424.32636405135
1434,5,1,Suburb,1974,201118.74154089577
2914,4,2,Suburb,1999,357901.3989476492
1951,2,1,Suburb,1954,221873.55173729573
1722,3,2,Urban,2010,217827.15127918162
2341,3,1,Urban,1975,240546.60679148155
1031,2,1,Rural,2000,172501.4114859022
1669,5,2,Suburb,1952,124996.27809840807
1284,4,2,Suburb,1967,150624.26198612494
2328,4,2,Suburb,1957,217604.86344372208
1428,5,3,Suburb,2007,192598.03972155048
2500,2,1,Urban,1993,313158.94427471666
1285,4,3,Suburb,1999,108135.54906670959
2167,4,1,Urban,2015,277542.14308948943
2447,2,1,Rural,1998,263757.36628301843
2042,4,1,Rural,1968,166135.92629690468
1017,5,1,Urban,2015,160917.21086880766
1768,5,3,Urban,1989,265891.35507414
1589,2,1,Suburb,2017,162111.01134199044
2394,2,3,Suburb,1965,264433.3796322655
2198,5,2,Suburb,1961,231654.62420785907
2009,2,3,Suburb,1976,71784.63390831489
1193,5,1,Rural,1954,142812.7149895663
1501,5,3,Suburb,1996,174573.357173831
1987,5,3,Suburb,1958,198395.4635586865
2136,4,2,Urban,1972,147468.3033459206
1113,2,2,Rural,2012,110817.16006572386
2245,4,2,Urban,1956,219271.94880228167
2701,2,1,Suburb,2002,314549.95848473755
1946,3,3,Rural,2004,232270.88369807077
1830,4,3,Suburb,1979,95632.49025668616
2667,4,2,Suburb,2000,233177.93768960692
2920,4,1,Rural,1958,321136.8012246136
2287,3,1,Urban,1980,265431.8752152936
1924,2,1,Urban,1954,164156.13967330713
1054,3,2,Suburb,2010,171845.2392117627
2894,2,1,Urban,2001,338492.12242830795
2666,2,1,Rural,1982,265787.4670798531
1799,2,1,Urban,2007,167007.7607102025
1777,2,2,Rural,1990,142219.26616736053
2481,2,2,Rural,1966,282410.2117794999
2901,3,3,Rural,2001,299697.59264843544
1161,4,3,Suburb,1960,79599.39450902621
2403,3,3,Rural,1997,279182.2622396814
1086,4,2,Rural,1980,90785.01023493859
1054,4,3,Urban,2010,161862.40277506062
2499,5,1,Suburb,1994,344770.6621277994
2823,4,2,Urban,1980,370861.59665858105
2201,3,2,Rural,2013,226947.22898594593
2414,5,3,Suburb,1956,260344.8338379631
2372,2,1,Urban,2001,254226.09117219038
2031,2,1,Urban,2011,211319.1083742667
1832,4,2,Suburb,1969,297931.51632433815
1312,2,2,Suburb,2009,158456.78101155415
1758,2,3,Rural,1952,174479.81245047675
2858,5,1,Urban,1992,227559.8727244456
1442,3,2,Urban,2002,110392.52648200764
2790,2,1,Urban,2007,263515.31172333745
1327,2,2,Suburb,1958,193903.34986114677
2077,3,3,Rural,1975,186754.3670993076
1760,5,2,Rural,2016,167602.83143943906
2262,5,2,Urban,2008,279502.1217219905
2252,2,2,Urban,1970,163743.65854875435
1578,4,3,Rural,1994,200990.45457567179
2074,3,3,Suburb,1984,230407.92831643383
2632,5,3,Rural,1983,276882.12844961474
2627,2,2,Suburb,2016,319114.5971039384
2006,5,2,Suburb,2019,227149.26225247656
2287,2,1,Suburb,1985,240203.13138387635
2441,3,3,Urban,1983,315238.11202886165
2826,4,3,Rural,1955,349820.450095255
1095,3,2,Suburb,1992,162886.78164590584
2111,5,3,Rural,1996,218625.2018142306
2101,5,1,Suburb,1952,87154.24371565084
2311,5,3,Urban,1952,325548.571643703
2143,4,3,Rural,1985,332085.24016656744
1813,3,3,Suburb,2001,127991.79893936412
1490,2,1,Suburb,1982,246946.03094606983
2935,3,1,Suburb,1950,333667.97705932177
1451,3,3,Suburb,2021,89754.86040902633
2523,4,1,Suburb,1993,268233.98985234264
1164,3,2,Urban,1983,122933.37350412033
1181,5,3,Rural,1986,132678.43159440754
1468,4,1,Urban,1960,196895.68687157915
1909,5,1,Urban,2000,212014.00768731022
1734,5,1,Rural,1960,167181.83839836187
1822,3,2,Urban,1972,291306.92478466296
1943,2,1,Suburb,1985,231611.7539422816
1006,3,2,Rural,2001,85889.10355271914
1329,2,2,Rural,2010,222302.57439348986
1774,4,1,Urban,1981,182010.73508314946
2696,4,2,Rural,2001,312284.284668678
1150,4,1,Rural,1960,199842.86042424518
2108,5,1,Urban,1985,256967.43897531647
1146,5,1,Rural,2002,206526.79094137566
2647,4,3,Suburb,1953,372872.8145111562
2404,3,2,Urban,1983,265184.29797795776
1914,5,2,Suburb,1992,313483.01149662153
2571,5,1,Urban,2002,224188.644548403
2308,3,2,Rural,2007,282485.49975381733
1699,5,1,Suburb,2015,189790.72874402162
1081,3,2,Suburb,2002,164366.40385722584
1513,2,2,Urban,2011,188913.13562990955
2920,3,1,Urban,2013,362339.73551003775
1814,2,1,Suburb,2002,197887.28508802003
1708,5,1,Suburb,1959,277973.3541615554
2939,2,2,Suburb,2006,326167.7599199721
2546,3,3,Rural,2014,261128.81389524203
1745,2,3,Suburb,2011,203909.13410296387
2022,4,2,Rural,1963,198410.4224978399
2409,3,2,Urban,1952,203889.70917604357
1706,3,1,Urban,1954,177859.14955898744
1470,2,1,Suburb,1991,222943.81475590577
2142,5,1,Suburb,1999,249760.87318737095
1395,5,2,Suburb,2012,203610.02542008818
2555,3,1,Suburb,1951,306341.2620857117
1260,3,1,Urban,2020,69341.37029225059
1804,2,2,Rural,1953,212473.87991029455
1933,3,3,Urban,2009,193558.8040799461
2279,3,1,Suburb,1987,255372.75950534662
2757,5,3,Urban,1957,341431.77061653195
1904,3,1,Urban,2006,169080.62899837384
2249,2,1,Suburb,2001,262083.49155464044
2076,3,1,Suburb,2017,179387.63323212907
1939,3,2,Rural,2011,313281.34035772143
2890,3,2,Suburb,1966,269426.0709081626
2523,4,1,Urban,2009,330479.59720291896
2529,3,1,Rural,1968,241835.84384900154
1853,2,2,Rural,2000,212615.51187463297
2387,5,2,Suburb,1976,312487.70253648947
2303,5,3,Suburb,1964,182685.4920789899
1592,4,2,Rural,1953,278666.62383635977
1713,2,1,Suburb,1968,264876.102648614
2181,5,2,Suburb,2013,365884.77067568083
1631,5,3,Suburb,1978,158788.6988770569
1058,3,3,Rural,1953,108762.36392268323
2750,3,1,Suburb,1954,206376.99207180555
1127,3,2,Suburb,1977,112374.99213082336
1735,4,3,Suburb,1954,152363.27472756754
1720,3,3,Rural,1981,235281.53492868913
2905,2,3,Urban,1987,406957.35024411
2138,4,1,Rural,1962,153602.14046488068
2232,5,3,Rural,1976,330475.73746661854
1525,5,2,Suburb,2004,152254.71975016905
1520,2,1,Rural,1967,172001.8756712245
1551,2,2,Suburb,1982,201373.4892363218
2985,5,2,Suburb,1991,400690.79311083216
1236,2,3,Urban,1998,190309.66811057954
2304,2,1,Suburb,2011,260404.7383370349
2382,2,1,Rural,2011,246597.64155023693
2224,3,2,Suburb,1967,305823.5277077189
2781,5,1,Rural,1981,237828.15680188523
2301,2,1,Rural,1987,213896.43110797668
2258,2,1,Rural,2009,233658.44257589788
1493,3,1,Suburb,1977,157293.51094732882
1003,5,3,Urban,1976,132496.68419979108
1665,4,2,Urban,1960,261203.0422802498
1441,5,2,Rural,1981,176424.75013784468
1028,5,1,Suburb,1978,100636.88240527324
2132,5,1,Suburb,2021,286284.9743795312
1609,3,2,Rural,1955,223163.23348213095
2750,5,2,Urban,1952,330966.9496753669
1804,4,3,Rural,1993,246069.7117481939
1074,2,1,Suburb,1956,119662.4399707275
1837,5,2,Suburb,2020,210311.8031499616
2169,3,3,Suburb,1952,213738.65142828407
1127,5,3,Rural,2021,46604.933798007885
2876,5,1,Suburb,1980,269188.690758694
1041,4,3,Urban,1997,220141.5160157907
2379,4,3,Suburb,1987,300244.51625961886
1040,3,3,Rural,1950,127238.70866173602
1933,3,3,Rural,1982,230844.62391411548
1033,3,3,Rural,1990,67406.08928108859
2040,3,1,Urban,1986,295445.29549944284
2700,3,1,Urban,2019,364572.707351598
2176,2,1,Rural,2018,204063.03017594782
1997,2,1,Suburb,2005,231828.10551739734
2401,3,2,Rural,1984,221099.73732183108
1587,3,1,Urban,2002,203954.2525626897
2622,2,1,Rural,1959,317055.59463233675
2652,4,1,Urban,1978,283404.27056816005
2897,2,3,Rural,1997,333395.50723603397
1341,3,3,Rural,2019,116767.84308189538
1026,4,3,Urban,1965,200421.6191269248
2848,3,1,Suburb,1968,344631.9722958585
2310,5,2,Urban,1990,192590.08652552712
1645,4,2,Suburb,2009,201271.71153269176
1730,3,1,Rural,1979,246057.9212669615
1167,2,2,Urban,2018,132707.13984573568
1609,3,2,Rural,1997,191980.28871943784
1267,2,1,Rural,1956,132627.37961123878
2772,4,3,Urban,2003,254601.11572215453
1820,2,2,Rural,2017,243069.2717859346
1454,4,3,Rural,2013,172214.86251775624
1905,3,1,Suburb,1984,227087.30128112546
2708,2,3,Suburb,2006,317567.6975273313
2424,4,2,Rural,2018,220624.5774126603
1921,4,3,Suburb,2021,184267.24774183176
1980,4,3,Suburb,1996,225362.60423720663
2499,5,3,Rural,2011,355644.9174692472
1701,4,1,Urban,1966,150477.21356407495
1633,3,1,Urban,2018,213727.13875904828
2581,3,1,Rural,2012,266742.20007418253
2599,3,1,Urban,2013,246870.69042065262
1129,4,3,Rural,2008,114431.44092506869
